motif_id,name_en,name_en_google,name_ru,description_en,description_en_google,description_ru,has_berezkin_english,pc_class,pc_subtype,pc_confidence,pc_reason,pc_engine
k27zz3,The wife who should not be beaten,Wife you can't beat,"Жена, которую не побьешь",A prince (merchant’s son) beats his wife each day (says he will marry only a woman who will submit to a beating each day). When he is married his wife saves him demonstrating her superiority,The arrogant prince (the merchant's son) beats his wife every day (marries with the condition that he beats his wife every day). She saves him by demonstrating her superiority.,"Самонадеянный принц (сын купца) каждый день бьет жену (женится с условием, что каждый день будет бить жену). Та спасает его, демонстрируя свое превосходство",True,,,,,
k28,Father or uncle is rival and enemy,Father or uncle - the enemy and rival,Отец или дядя – враг и соперник,Maternal uncle or father (or grandfather if he replaces father who is not mentioned) of the young man is his rival or enemy and tries to kill him,"A maternal uncle or father of a young hero (or a grandfather, if he replaces a father who is not mentioned) are his enemies, rivals, and give difficult assignments to destroy him.","Дядя по матери или отец молодого героя (либо дед, если он заменяет отца, который не упомянут) являются его врагами, соперниками, дают трудные поручения с целью его погубить",True,,,,,
k29a,Survives in a fire,Unharmed in fire,Невредим в огне,"Hero demonstrates his supernatural abilities remaining alive in a burning hot chamber, stove, bonfire, among burning vegetation","The hero demonstrates his magical abilities or cunning, while remaining alive in a hot bath, furnace, bonfire, among the burning vegetation","Герой демонстрирует свои магические способности или хитрость, оставаясь живым в раскаленной бане, печи, костре, среди горящей растительности",True,,,,,
k29b,Posthole murder,Unhappy in the pit,Невредим в яме,"Hero is asked to climb into a hole or pit. When he does it, they fill it with soil or throw down a post, a stone, etc. The hero demonstrates his magic capacities coming back uninjured","The hero is asked to climb into the pit, which is immediately filled with earth or into which a pole is lowered, stones. The hero proves his magical abilities, getting out of the pit alive","Героя просят залезть в яму, которую тут же засыпают землей или в которую опускают столб, камни. Герой доказывает свои магические способности, выбираясь из ямы живым",True,,,,,
k29c,Brings tree that was fallen on him,Brings tree,Приносит дерево,"To kill a strong man, others fell a tree and hope that the man will be crashed when it falls on him, or they tie him to a tree. The man remains unharmed and brings the tree home","They hope to destroy the hero by throwing a tree on him or tying him to a tree. He comes alive, carrying a tree","Героя надеются погубить, повалив на него дерево или привязав его к дереву. Он приходит живым, таща дерево за собой",True,,,,,
k29d,The drunk elephants,Drunken elephants,Опьяневшие слоны,"When water in a spring is replaced with alcohol, honey, etc., an animal or bird becomes drunk (sticks to it) and is caught","To catch an animal or bird, water in a pond is replaced with wine, honey, etc., a drunk or stuck animal is caught","Чтобы поймать животное или птицу, воду в водоеме заменяют вином, медом и т.п., опьяневшее или прилипшее животное схвачено",True,,,,,
k2a,Hero marooned in the underworld,Hero down in the lower world,Героя спускают в нижний мир,"A person descends by a rope into the lower world through a well, precipice, etc. His companions cut the rope and the person remains below. Usually he saves a girl or girls, gets treasure etc. and sends them up and companions leave him in the underworld with the purpose to take themselves possession of these valuables","The character descends along the rope into the lower world (into the abyss, well, etc.). The satellites cut the rope, leaving it below. Usually the character gets the girl, treasure, etc. and sends them up, and the satellites cut the rope to seize the prey","Персонаж спускается по веревке в нижний мир (в пропасть, колодец и т.п.). Cпутники обрезают веревку, оставляя его внизу. Обычно персонаж добывает девушку, сокровища и т.п. и отправляет их наверх, а спутники обрезают веревку, чтобы завладеть добычей",True,,,,,
k3,Tree or rock grows taller,Tree or rock sprout,Дерево или скала вырастают,"Hero climbs up a tree or rock to get eggs, nestlings, fruits, honey, etc. Another person makes the tree (rock) grow higher or thicker and the hero is unable to descend back","The hero climbs a tree or rock to get bird eggs, chicks, fruits, honey, etc. He cannot descend, since another character makes a tree (rock) very tall or makes a tree trunk thick","Герой лезет на дерево или скалу достать птичьи яйца, птенцов, плоды, мед и пр. Он не может спуститься, так как другой персонаж делает дерево (скалу) очень высоким или делает ствол дерева толстым",True,,,,,
k30,Flying enemy abducts woman,Flying enemy kills a woman,Летающий враг уносит женщину,Flying person or creature abducts a woman but is ultimately killed or the woman escapes from him,Flying creature takes the woman. The thief is killed and / or the woman runs away from him,Летающее существо уносит женщину. Похититель убит и/или женщина от него убегает,True,,,,,
k30a,The chief’s wife and vultures,Chieftain's Wife and Vultures,Жена вождя и стервятники,Wife of a chief abandons him with vultures (usually by her own will being untrue to her husband). The chief (Witoto: her own brother) brings her back,"The first ancestor's wife flies away with the vultures (usually voluntarily, after she has already cheated on her husband), the leader (witoto: her brother) returns her","Жена первопредка улетает со стервятниками (обычно добровольно, после того, как она уже изменяла мужу), вождь (уитото: ее брат) возвращает ее",True,,,,,
k31,Wooden seal,Wood seal,Деревянный тюлень,"Person makes a sea mammal or fish of wood, it carries another person or persons into the open sea or kills him or them",The character makes the tree a marine mammal or fish. It kills its enemies or drags them into the open sea.,Персонаж делает из дерева морское млекопитающее или рыбу. Оно убивает его врагов или утаскивает их в открытое море,True,,,,,
k32,The false wife,Replaced woman,Подмененная женщина,"An ugly, old, lazy, etc. woman or a male trickster comes to man under disguise of his wife, bride or (more rare) sister who is driven out, confined to the underworld, killed, etc.","A man does not notice that another woman (K1911), an evil spirit or a trickster man substitutes for his wife, bride or sister, who is expelled, imprisoned in the lower world, killed, etc.","Мужчина не замечает, что другая женщина (K1911), злой дух или мужчина-трикстер подменяют его жену, невесту или сестру, которая изгнана, заключена в нижнем мире, убита и т.п.",True,,,,,
k32a,Travelling man leaves his wife or daughter for a short time,A man leaves on the way,Мужчина отлучается по пути,A man travels with his wife or daughter. Another woman or a demonic person replaces her when the man goes away for a short time,A man carries a wife or daughter. Another woman or demonic character substitutes for her when a man leaves on the way.,"Мужчина везет жену или дочь. Другая женщина или демонический персонаж подменяет ее, когда мужчина отлучается по пути",True,,,,,
k32b,Mother-in-law substitutes her daughter,Mother-in-law substitutes daughter in law,Свекровь подменяет невестку,A man's mother takes the form of his wife to take her place,A man’s mother takes the form of his wife to take her place,"Мать мужчины принимает облик его жены, чтобы занять ее место",True,,,,,
k32b1,Mother substitutes her daughter,Mother substitutes daughter,Мать подменяет дочь,Mother-in-law of a man takes the appearance of her daughter to replace her,The man's mother-in-law takes the form of his daughter to take her place,"Теща мужчины принимает облик своей дочери, чтобы занять ее место",True,,,,,
k32c,True wife turns into owl,The real wife is an owl,Настоящая жена делается совой,"When the imposter takes place of the real wife, the latter turns into owl","The cheater takes the place of the real wife, and the real one becomes an owl","Обманщица занимает место настоящей жены, а настоящая делается совой",True,,,,,
k32d,"Sister sent to feed geese, servant taken for the sister",Replaces cattle graze,Подмененная пасет скот,"A girl (rare: boy) is walking to her or his relations or to her bridegroom. On the way the imposter lures her (him) to exchange clothes and takes her (his) place while the real girl (boy) is sent to look after crops or fee domestic fowl or animals. People hear her (his) song in which all the story is told. The deception is disclosed, the imposter killed","As a result of the antagonist's intrigues, a noble girl, young woman, or (rarely) a boy is turned into a servant or servant, sent to feed domestic birds, livestock, or drive birds to the field. Everything opens - usually after people hear a song in which the hero or heroine talks about the substitution. Most often, the hero or heroine is sent to relatives or (rarely) to the groom. A deceiver (deceiver) accompanies her or him and is accepted as a relative or bride. Cheater or deceiver executed. (Comorians: a liar becomes the mistress, turning the girl's parents into peacocks)","В результате козней антагониста благородную девушку, молодую женщину или (редко) мальчика превращают в служанку или слугу, посылают пасти домашнюю птицу, скот или гонять птиц на поле. Все открывается – обычно после того, как люди слышат песню, в которой герой или героиня рассказывает о подмене. Чаще всего герой или героиня отправляется к родственникам или (реже) к жениху. Обманщица (обманщик) сопровождает ее или его и принята за родственницу или невесту. Обманщицу или обманщика казнят. (Коморцы: обманщица делается хозяйкой, превратив родителей девушки в павлинов)",True,,,,,
k32e,"Ones of gold, of silver, of wood","Gold, silver, wooden","Золотая, серебряная, деревянная",Negative person or place is contrasted with one or two positive ones as wood with silver and gold,A negative character or locus is opposed to one or two positive gold and silver as a tree,Отрицательный персонаж или локус противопоставлен одному или двум положительным как дерево золоту и серебру,True,,,,,
k32f,Bird-son rescues his adopted mother,Son-bird saves mother,Сын-птица спасает мать,"An evil spirit abandons a girl or a young woman in a tree or islet. She takes care for a nestling of bird of prey, he grows big, rescues her","A woman or girl brings up the bird of prey nestling, he brings her food and fire. This usually happens after an evil spirit leaves a girl or young woman in a tree or on an island.","Женщина или девушка воспитывает птенца хищной птицы, он приносит ей еду и огонь. Обычно это происходит после того, как злой дух оставляет девушку или молодую женщину на дереве или на острове",True,,,,,
k32g,Punishment: torn apart by horses,Ripped horses,Разорвали лошадьми,"To punish an antagonist, he or she is tied to a horse (camel, bull) and dragged or he or she is torn apart (usually by horses)","Antagonist is executed, tied to a horse (camel, bull), which drag him on the ground, or an antagonist tearing him apart","Антагониста казнят, привязав к лошади (верблюду, быку), которые волочат его по земле, либо антагониста разрывают его на части",True,,,,,
k32g1,Forty horses or forty knives?,Forty horses or forty knives?,Сорок лошадей или сорок ножей?,"Person is asked to choose between objects that have utilitarian value, often forty (seven, etc.) horses or forty knives. Usually the person does not understand that the question is about different kinds of execution","The guilty are offered a choice of items that have utilitarian value (often forty, seven, three, etc. horses or as many knives). He usually does not understand that it is a question of methods of execution.","Виновному предлагают на выбор предметы, имеющие утилитарную ценность (часто сорок, семь, три и т.п. лошадей или столько же ножей). Тот обычно не понимает, что речь идет о способах казни",True,,,,,
k32h,Punishment: buried alive,Buried alive,Закопали живьем,"To punish an antagonist, he or she is buried alive","The antagonist is executed, buried alive in the ground","Антагониста казнят, закопав живьем в землю",True,,,,,
k32h1,Punishment: rolled in nail barrel,Put in a barrel with nails,Посадили в бочку с гвоздями,A person who has committed a serious crime is put in a nail barrel which is rolled down a slope or tied to the tail of a horse,The criminal is executed by putting him in a barrel with nails and letting him off the mountain or tying him to a horse’s tail,"Преступника казнят, посадив в бочку с гвоздями и пустив ее с горы либо привязав к хвосту лошади",True,,,,,
k32i,Two sitters at the bed of a sleeping prince,Two nurses next to sleeping,Две сиделки рядом со спящим,A girl finds a body of a sleeping youth who will wake up at a certain time and marry the girl who would sit nearby. Usually at the last moment the girl goes away for a time and the impostor takes her place.,"The girl finds the body of a young man who does not show signs of life, and must sit next to him for some time so that he comes to life and takes her as his wife. Usually she leaves at the last moment and the impostor becomes his wife","Девушка находит тело юноши, не подающего признаков жизни, и должна просидеть рядом с ним определенное время, чтобы он ожил и взял ее в жены. Обычно она отлучается в последний момент и женой ожившего становится самозванка",True,,,,,
k32j,"Sister replaced by an ugly girl, brother accused of deception",Brother substituted accused of cheating,Брат подмененной обвинен в обмане,From a young man king gets to know that his sister is extraordinary beautiful. On the way to the king the beautiful girl is replaced by the ugly one. The king is angry and usually throws the young man in prison,"Having learned from a young man that he has a beautiful sister, the king wants to marry her. The bride was replaced by a freak. The king accuses her brother of cheating and usually throws him in prison. Cheating is revealed","Узнав от молодого мужчины, что у него есть красавица-сестра, король хочет на ней жениться. Невесту подменили уродкой. Король обвиняет ее брата в обмане и обычно бросает в темницу. Обман раскрывается",True,,,,,
k33,Drowned woman remains alive,Living drowned,Живая утопленница,"A young woman is transformed into an animal, pushed into the water, into the underworld or she herself has to plunge into water. Her connection with the human world is not completely lost, however, and usually she is helped to return to the people","A woman is turned into an animal or pushed into the water, into the lower world, or she herself is forced to dive into the water. Her connection with the world of people is not completely cut off and usually the woman manages to return to the world of the living","Женщину превращают в животное или сталкивают в воду, в нижний мир, либо она сама вынуждена погрузиться в воду. Ее связь с миром людей не оборвана полностью и обычно женщину удается вернуть в мир живых",True,,,,,
k33a,Younger brother transformed into animal,Brother goat,Братец-козленок,"Siblings (most often younger brother and elder sister) leave their home. One of them (most often the brother, most rare several brothers) turn into animal (usually an ungulate) or (rare) a bird but (in the most cases) ultimately acquires his or her human form again","Young siblings (most often brother and sister) leave home. One of them (rarely: several brothers), accidentally violating a ban, turns into an animal (usually an ungulate) or (rarely) into a bird; later usually disenchanted","Юные сиблинги (чаще всего брат и сестра) уходят из дома. Один из них (редко: несколько братьев), случайно нарушив какой-то запрет, превращается в животное (обычно копытное) или (редко) в птицу; позже обычно расколдован",True,,,,,
k33a1,Children born in a well,Born in a well,Родившая в колодце,"Pregnant woman is thrown into a well (pond, hole, etc.) where she gives birth to a son (children). She and her children brought alive","A woman thrown into a well (into a pond, into a pit, etc.) gives birth to a child there (twins, triplets). She and the children get alive","Брошенная в колодец (в пруд, в яму и т.п.) женщина рожает там ребенка (близнецов, тройняшек). Ее и детей достают живыми",True,,,,,
k33b,Friends abandon a pretty girl,Girlfriends throw beauty,Подруги бросают красавицу,"A girl goes with her friends to a river, into a forest, etc. Other girls return home but the heroine has to remain or to go back to the forest, etc. She has a narrow escape from a dangerous creature. marries a supernatural being or a chief, or dies but is avenged","The girl goes with her friends to the forest, to the river; everyone is returning home, and she has to stay or come back. She is saved from a dangerous creature, becomes the wife of a supernatural character, leader, etc., or perishes, but is avenged.","Девушка идет с подругами в лес, к реке; все возвращаются домой, а она вынуждена остаться или вернуться. Она спасается от опасного существа, становится женой сверхъестественного персонажа, вождя, и т.п., либо гибнет, но отомщена",True,,,,,
k33c,Girl from a fruit,Love for three oranges,Любовь к трем апельсинам,Young man gets a girl who is inside a fruit or a flower,The young man gets the girl inside the fruit or flower,"Юноша добывает девушку, находящуюся внутри плода или цветка",True,,,,,
k33d,Peau d'asne,Donkey Skin,Ослиная шкура,"A man discovers that a beautiful girl hides herself under a guise of an ugly and dirty servant, under a skin of an animal or in an object that is brought into his house","A man discovers that a beautiful girl is hiding in the guise of an ugly marshmallow, under the skin of an animal or in an object that is in his house","Мужчина обнаруживает, что в обличьи уродливой замарашки, под шкурой животного или в предмете, который находится в его доме, скрывается прекрасная девушка",True,,,,,
k33d1,The princess in the chest,Hidden in the lantern,Спрятанная в фонаре,The youth does not know that a beautiful girl hides inside an object that is brought to him,The young man does not know that a beautiful girl is hiding inside the object brought to his house.,"Юноша не знает, что внутри предмета, принесенного в его дом, прячется прекрасная девушка",True,,,,,
k33e,Disappeared and returned children,Selected and returned children,Отобранные и возвращенные дети,Babies disappear but are ultimately returned to their mother or father grown up and in good health,"Newborn babies disappear one by one, but returned to the wife or husband who are older and in good health.","Новорожденные дети пропадают один за другим, но возвращены жене или мужу подросшими и в добром здравии",True,,,,,
k33f,Basin of honey and basin of oil,Honey Creek and Oil Creek,Ручей меда и ручей масла,"Person promises to fill one basin (fountain, dry river-bed, etc.) with honey and another with oil (milk, etc.) if his wish would be granted. He fulfills the promise either really or formally (honey etc. from broken containers is spilled on earth)","If you promise to fill one container (pool, stream) with honey, and another with oil (milk, etc.), the character fulfills a promise essentially or formally (honey and butter or milk from broken vessels flow along the ground)","Пообещав в случае исполнения своего желания наполнить одну емкость (бассейн, ручей) медом, а другую маслом (молоком и т.п.), персонаж выполняет обещание по сути либо формально (мед и масло или молоко из разбитых сосудов текут по земле)",True,,,,,
k33g,Fruits of two kinds,Fruits of two varieties,Плоды двух сортов,"One who eats certain fruit (leave, etc.) gets horns (long nose, etc.) or turns into an animal. After eating another fruit (leave) person recovers his or her normal body","A person who has eaten a fruit (leaf, etc.) grows horns (long nose, etc.) or it becomes an animal, and another fruit (leaf, etc.) returns the normal appearance","У съевшего плод (лист и т.п.), вырастают рога (длинный нос и т.п.) либо он делается животным, а другой плод (лист и т.п.) возвращает нормальный облик",True,,,,,
k33h,"The cat, the dog and the magic object","Cat, dog and magic item","Кошка, собака и волшебный предмет",A man obtains an object that fulfills his wishes. The object is stolen but brought back by the animals (which had been saved by the man before),A person acquires a magical object that fulfills any desires. This item has been stolen. It is returned by animals (which the hero has saved before),"Человек обретает волшебный предмет, выполняющий любые желания. Этот предмет похищен. Его возвращают животные (которых герой до этого спас)",True,,,,,
k34,Fatal swing,Dangerous swing,Опасные качели,"Person kills others inviting them to sit on a swing and launching them into water, on rocks, etc.","The character puts others on a swing and, after swinging, throws them (or threatens to throw) into the water, on stones, etc.","Персонаж сажает других на качели и, раскачав, бросает их (или грозит бросить) в воду, на камни и пр.",True,,,,,
k35,False husband,Substitute man,Подмененный мужчина,An imposter pretends to be the her to take his position and/or to marry or to violate a woman,"The deceiver impersonates the hero in order to occupy his position (usually in order to master his woman) {The American and Oceanic variants are taken into account. There is no motive in Eastern Siberia and East Asia, some of the South Asian and especially the Mansi are close to Western Eurasian (see motive K35a3), the position of some South Asian is not clear (with statistical calculations not included). The historical connection of the West Eurasian variants with the American ones is unlikely in any case}","Обманщик выдает себя за героя, чтобы занять его положение (обычно чтобы овладеть его женщиной) {Учтены американские и океанийские варианты. В Восточной Сибири и Восточной Азии мотив отсутствует, часть южноазиатских и особенно мансийский близки западноевразийским (см. мотив K35a3), положение некоторых южноазиатских не ясно (при статистических подсчетах не учтены). Историческая связь западноевразийских вариантов с американскими в любом случае маловероятна}",True,,,,,
k35a,Hero brands his rivals,Hero brands rivals,Герой клеймит соперников,"Person who is an excellent food provider or warrior agrees to let the others material proves of his exploits (the killed game, etc.) for the right to brand them or injure their bodies in a certain way or to take from them objects that they should not give off","A character who demonstrates extraordinary ability to get food or fight against enemies agrees to give others material evidence of their exploits (hunting prey, etc.) for the right to injure opponents or to take from them the items they are meant to store.","Персонаж, демонстрирующий необычайные способности в добывании пищи или борьбе с врагами, соглашается отдать другим материальные свидетельства своих подвигов (охотничью добычу и т.п.) за право нанести соперникам телесные повреждения либо отобрать у них предметы, которые они призваны хранить",True,,,,,
k35a1,Not to pick up a feather of fire-bird,Do not pick the heat bird feather,Не подбирать перо жар-птицы,On his way a man picks up a precious feather (often despite the warning of his magic horse). When a powerful person gets to know about the feather he tells the man to fulfill difficult tasks,"Having gone on a journey, a man (often against the advice of his horse) picks up a precious feather. Upon learning of this, the domineering character gives him difficult assignments.","Отправившись в путь, человек (часто вопреки совету своего коня) подбирает драгоценное перо. Узнав об этом, властный персонаж дает ему трудные поручения.",True,,,,,
k35a2,An animal with the shining hide,Glowing Beast,Зверь со светящейся шкурой,A man kills an animal with the shining hide. When a powerful person gets to know about the hide he tells the man to fulfill difficult tasks,"A man kills an animal with a glowing skin. Upon learning of this, the domineering character gives him difficult assignments.","Человек убивает животное со светящейся шкурой. Узнав об этом, властный персонаж дает ему трудные поручения",True,,,,,
k35a3,The master becomes the servant,Master becomes servant,Господин делается слугой,"To obtain privileges of his master, his servant makes him to exchange clothes and names","To get the privileges that the hero possesses, the cheater manages to change clothes and names with him, he gives himself off","Чтобы получить привилегии, которыми облает герой, обманщику удается поменяться с ним одеждой и именами, он выдает себя за него",True,,,,,
k35a4,Thrown into the sea,Dumped into the sea,Сброшенный в море,"To get rid of the hero and to get his social and family position, the imposter pushes him into the sea or maroons him on a faraway island. The hero survives and comes back","To get rid of the hero and take his position, the deceiver pushes him into the sea or leaves him on a distant island. The hero escapes and returns {Geographically distant from the West European circuma Pacific Ocean variants are not taken into account. See motif K1E}","Чтобы избавиться от героя и занять его положение, обманщик сталкивает его в море или оставляет на далеком острове. Герой спасается и возвращается {Географически крайне удаленные от западноевропейских циркумтихоокеанские варианты не учитываются. См. мотив K1E}",True,,,,,
k35a5,Token to be shown to the protector,The sign on which the patron recognizes the visitor,"Знак, по которому покровитель узнает пришедшего",Powerful person leaves a token (letter) for a small boy to demonstrate it when he becomes adult and comes to him,"The imperious character leaves a sign for the little boy, by which, when the boy grows up and comes to him, he will be able to recognize him","Властный персонаж оставляет для маленького мальчика знак (письмо), по которому, когда мальчик вырастет и придет к нему, он сможет его узнать",True,,,,,
k35b,The most delicious dish,The most delicious dish,Самое вкусное блюдо,"Hero gives his rivals the food provided by him by order of the king but the king finds this food poisonous, useless or tasteless while the food presented by the hero is excellent even if it looks not so good","The hero gives rivals products for which the king sent them all, but acquired by rivals turns out to be poisonous, useless or tasteless, while the hero brought brings praise regardless","Герой отдает соперникам продукты, за которыми их всех послал царь, однако приобретенное соперниками оказывается ядовитым, бесполезным или невкусным, тогда как принесенное героем удостаивается похвалы независимо от своего внешнего вида",True,,,,,
k35c,Ogre in a well,Dev in the well,Дэв в колодце,An ogre (a dragon) kills everybody who comes to him. The hero is not killed but receives a reward because he greeted the ogre and/or gave a correct answer to his question,"Dev (ajdhah) killed those descending to him. The hero is not killed, but awarded, for he welcomed the deva and / or answered his question faithfully.","Дэв (аждаха) убивал спускавшихся к нему. Герой не убит, а награжден, ибо приветствовал дэва и/или верно ответил на его вопрос",True,,,,,
k35c1,The best is one whom you love,Better the one you love,"Лучше та, которую любишь","A mighty person asks a man which of two women is prettier, what is the most beautiful thing, and the like. Giving a correct answer, the man is not killed like those who were before him but receives a reward","The young man is not killed, but rewarded, for he faithfully (evasively) answered the question of a powerful character - which of the two women should he marry, which is more beautiful, which object or material is more valuable, etc.","Юноша не убит, а награжден, ибо верно (уклончиво) ответил на вопрос могущественного персонажа – на какой из двух женщин тот должен жениться, какая красивее, какой объект или материал ценнее, и т.п.",True,,,,,
k36,Bewitched into animal,Turned into an animal,Превращенный в животное,"Person is temporary transformed into animal (usually into a dog or coyote or into donkey, ox, etc.). When he acquires his human guise again, the antagonist suffers similar transformation. In some texts only the hero or only the antagonist is transformed","The hero (heroine) is temporarily turned into an animal (usually a dog / coyote or a donkey) look). Usually when he or she is helped to return the old look, the antagonist is turned into an animal. In some of the texts, either the hero or the antagonist experiences a metamorphosis.","Герой (героиня) временно превращен(а) в животное (обычно в собаку/койота или в осла, вятую с лица первого]: 151-152т на землю; а силы 99 человек; если бы забрала сотого, осталась бы женщиной; если бы юноша смотола). Обычно когда ему или ей помогают вернуть прежний облик, в животное превращен антагонист. В части текстов метаморфозу испытывает либо только герой, либо только антагонист",True,,,,,
k37,Recognition-test,Find out your among the same,Узнать своего среди одинаковых,"To return or to get his or her son, wife, husband, domestic animal or (rare) object, person must recognize her, him or it among several identical persons, animals or objects","To return or get a wife, son or husband (in Africa also a pet or object), a person must identify her or him among several identical people or animals (objects)","Чтобы вернуть или получить жену, сына или мужа (в Африке также домашнее животное или предмет), человек должен опознать ее или его среди нескольких одинаковых людей или животных (предметов)",True,,,,,
k37a,To recognize a man,Identify a man,Опознать мужчину,Person must recognize her (or his) son or husband among several identical persons or (if the son or husband is temporarily transformed) animals,The character must identify the son or husband among many of the same people or (if the son or husband has temporarily assumed the appearance of an animal) animals,Персонаж должен опознать сына или мужа среди многих одинаковых людей или (если сын или муж на время принял облик животного) животных,True,,,,,
k37c,To recognize an object or an animal,Identify an animal or item,Опознать животное или предмет,Person must recognize a particular object or animal among several similar objects or animals,A character must identify an animal or object among several identical ones.,Персонаж должен опознать животное или предмет среди нескольких одинаковых,True,,,,,
k37d,Recognized by traces of teeth,Recognized by teeth marks,Узнан по следам зубов,The character learns of the presence of another by noticing the marks of his teeth on a fruit or leaf,"The character learns about the presence of another, noticing traces of his teeth on the fruit or sheet","Персонаж узнает о присутствии другого, заметив следы его зубов на плоде или листе",True,,,,,
k38,Hero helps nestlings,Hero helps the chicks,Герой помогает птенцам,"Person does good to nestlings of a powerful bird, the grateful mother bird helps him",The hero does good to the chicks (Transcarpathia: to the cubs of a flying serpent),"Герой делает добро птенцам (Закарпатье: детенышам летающего змея), благодарная птица-мать оказывает ему услугу",True,,,,,
k38a,White and black rams,White and black rams,Белый и черный бараны,"Hero gets to the underworld and must take a white ram (horse) who would carry him back to earth. By chance, he takes the black one who carries him even deeper to the lower level of the underworld","Once in the lower world, the hero sees white and black horses, rams, etc. White will bring to the upper world, black will lower even lower. Usually the hero casually touches black. Sometimes the third is mentioned - red or gray - ram or horse","Попав в нижний мир, герой видит белого и черного коней, баранов и т.п. Белый вынесет в верхний мир, черный опустит еще ниже. Обычно герой случайно касается черного. Иногда упоминается третий – красный или серый - баран или конь",True,,,,,
k38b,Snake threatens nestlings,Snake threatens chicks,Змей угрожает птенцам,A serpent or water monster regularly devours or injures children of powerful being (usually nestlings of giant bird). The bird has no power over the serpent but hero kills the monster,"A snake or other water-chthonic creature regularly eats or maims the young of a powerful creature, usually chicks of a giant bird. Man kills a snake, mother bird helps him","Змея или иное водно-хтоническое существо регулярно поедает или калечит детенышей могучего существа, обычно птенцов гигантской птицы. Человек убивает змею, птица-мать помогает ему",True,,,,,
k38b1,"Bird steals colts, hero kills the serpent","The bird kidnaps the foals, the hero kills the snake","Птица похищает жеребят, герой убивает змея","Every time when a horse gives birth to wonderful colts, they are stolen by a giant bird. A hero goes to get the colts and kills a serpent that regularly devours nestlings of the giant bird","Every time a mare gives birth to a wonderful foal, a bird takes him away. Having gone in search of foals, the hero kills a snake, devouring the birds chicks. Bird returns foals","Каждый раз, когда кобыла рожает чудесного жеребенка, птица уносит его. Отправившись на поиски жеребят, герой убивает змея, пожиравшего птенцов птицы. Птица возвращает жеребят",True,,,,,
k38b2,"Birds carries hero to its place, hero kills the monster","The bird takes the hero, he kills the snake","Птица уносит героя, тот убивает змея",Bird carries a man to its place where he kills a monster who regularly devoured the nestlings,"A giant bird brings the hero to his nest, after which he accidentally or at her request kills a monster that devoured the chicks","Гигантская птица приносит героя к своему гнезду, после чего тот случайно или по ее просьбе убивает чудовище, которое пожирало птенцов",True,,,,,
k38b3,Hero takes care of nestlings,Hero cares for the chicks,Герой заботится о птенцах,"Hero protects nestlings of a giant bird from bad weather, provides them with food or medicine, decorates them. Grateful bird helps him","The hero feeds, heals, decorates or protects the chicks of a giant bird from the weather. For this adult bird helps him","Герой кормит, лечит, украшает или оберегает птенцов гигантской птицы от непогоды. За это взрослая птица помогает ему",True,,,,,
k38c,Bird carries hero to his destination,The bird carries the hero,Птица несет героя,"Hero helps a powerful bird (usually does good to her nestlings), grateful bird carries him to the place where he is eager to get or tells to do it one of her nestlings","The hero helps the bird (usually does good to its chicks), a grateful bird brings it to a remote place where it seeks, or orders it to chicks","Герой помогает птице (обычно делает добро ее птенцам), благодарная птица приносит его в удаленное место, куда он стремится, либо велит это сделать птенцам",True,,,,,
k38d,Monster blocks waters,Snake closes water,Змей закрывает воду,A monster blocks sources of water (or sends floods) and usually gives some (promises not to send floods) in exchange for human victims or valuables. Hero kills the monster,"A strong and dangerous character does not allow others to use the water (or sends floods). In most cases, it is allowed to take water (promises not to send floods) in exchange for people or valuables.",Сильный и опасный персонаж не дает другим пользоваться водой (либо посылает наводнения). В большинстве случаев он разрешает брать воду (обещает не посылать наводнения) в обмен на людей или ценности,True,,,,,
k38e,"Of copper, of silver, of gold","Copper, silver, gold","Медное, серебряное, золотое","Loci or objects of three (rare – four) different materials are mentioned in such a way that all of them have positive connotations though unequal value (copper, silver and gold; silver, gold and diamonds, etc.)","Mention is made of loci or objects of three (rarely four) different materials with different degrees of value, but all evaluated positively (copper, silver, gold; silver, gold, diamonds, etc.)","Упоминаются локусы или предметы из трех (редко – четырех) разных материалов, имеющих разную степень ценности, но все оцениваемые позитивно (медь, серебро, золото; серебро, золото, алмазы и т.п.)",True,,,,,
