motif_id,motif_base,name,description,n_traditions,pareidolic,perceptual_class,perceptual,perceptual_v2,is_celestial,pc_class,pc_subtype,pc_engine
k19a_10,k19a,Star-wife,A man maries a star-woman,45,True,,False,False,True,MENTION,celestial,rule
k19b_10,k19b,Star-husband,A woman maries a star-man,54,True,,False,False,True,MENTION,celestial,rule
k19c_10,k19c,Star-wife hidden in a bag,"During the day time a man hides his star-wife in a bag, gourd-vessel, and the like",7,True,,False,False,True,MENTION,celestial,rule
k19d_8,k19d,Star’s husband suffers from cold,"When a man who has married a star gets to the sky, he suffers severe cold and dies either of cold or after touching a forbidden fire",4,True,,False,False,True,MENTION,celestial,rule
k19e_10,k19e,Wolverine under a tree,"When a woman or two sisters descend from sky back to earth, they get to the top of a tree. Some animals who walk by cannot help them or do not want to help. Wolverine gets women down because he plans to marry them but they escape from him",13,True,,False,False,False,MENTION,celestial,rule
k19f_10,k19f,Stars help to work,Star person or persons descend to earth to work at the garden plot,5,True,,False,False,True,MENTION,celestial,rule
k19g_10,k19g,Two stars of different color and brightness,"Two stars are men, an old and a young ones. They look different as about their color or brightness but these characteristics do not correlate (the bright star can prove to be an old man and vice versa. Usually two girls wish these stars for husbands and express different preferences (one prefers bright blue star, another wants small and red one, etc.)",32,True,,False,False,True,MENTION,celestial,rule
k20_10,k20,Wish for star-husband or wife realized,"A human person admires a star or (rare) the Moon in the sky, wishes for a star. The star descends to him or her or takes him or her to the sky",70,True,,False,False,True,MENTION,celestial,rule
k21_10,k21,Woman descends from the sky by rope,"A sky-dweller marries a woman. Being eager to return to the earth, she secretly climbs down to earth by a rope",17,True,,False,False,False,METAMORPHOSIS,celestial,rule
k22_3,k22,Dwarfs and cranes,Different from (common) people inhabitants of a distant land fight with non-human enemies who periodically attack them,39,False,,False,False,False,NONE,,rule
k22a_10,k22a,Dwarfs attacked,Birds or other creatures which not dangerous for common people attack dwarfs who live in another world,25,False,,False,False,False,NONE,,rule
k22aa_10,k22aa,"Humans in the south, birds in the north",A man gets to the country inhabited by migratory birds. They have there human guise but turn into birds going back to the north,3,False,,False,False,False,NONE,,rule
k22b_10,k22b,Man helps inhabitants of other world,Inhabitants of a distant land who have different nature than (normal) human beings struggle from time to time with some non-human enemies. Man helps local dwellers because their enemies are not dangerous for the human beings,42,False,,False,False,False,NONE,,rule
k22c_10,k22c,Birds attacked,Inhabitants of a distant country suffer from periodic assaults of the enemies which are not dangerous for common people. These enemies (and sometimes the inhabitants of the country too) are birds,8,False,,False,False,False,NONE,,rule
k23_10,k23,Battle with birds,Birds attack the inhabitants of a distant land or a man who had got to this land,35,False,,False,False,False,NONE,,rule
k23a_8,k23a,Feathers are the birds’ weapon,Birds use their feathers as arrows or their arrows and down stick mouth openings of them enemies,7,False,,False,False,False,NONE,,rule
k24_10,k24,Stolen clothes of supernatural woman,"Women who possess supernatural power and usually come from a non-human world (from sky, from under the water, they are winged beings, bird- or animal-persons) take off their clothes (feather skins and the like) or part of it. After the man hides clothes, their owner has to marry him or help him",205,True,,False,False,False,MENTION,celestial,rule
k24a_10,k24a,Supernatural male hides clothes of human girl,"Supernatural male person (often a snake, a dragon) hides clothes of a human girl or sits on it. To return her clothes she had to become his wife",38,False,,False,False,False,NONE,,rule
k24b_10,k24b,To dance in her magic clothes,"Magic wife gets her wings back and flies away after she pretends that putting her real clothes she would be more beautiful, a better dancer, etc.",18,False,,False,False,False,NONE,,rule
k25_10,k25,Woman from sky-world marries mortal man,"A man gets a woman connected with the upper world (bird-maiden, sky fairy, star-woman, etc.), she becomes his wife or (rare) adopted daughter",281,True,,False,False,True,MENTION,celestial,rule
k25a1_10,k25a1,Magic wife finds her clothes,"Magic wife abandons her mortal husband when she finds her clothes (often, her feathers if she is a bird-woman), makes herself the new clothes, receives them from her kin or her husband gives her her clothing believing that she will not abandon him. (Versions with magic wife abandoning her husband because she feels herself offended is not alternative to the “found clothes but in most of the texts these motifs are not combined)",80,False,,False,False,False,NONE,,rule
k25a2_10,k25a2,Thrown down feathers,Magic wife flies away or makes attempt to fly away when her bird relatives throw down her feathers (wings),7,False,,False,False,False,NONE,,rule
k25b_10,k25b,Woman pursues a porcupine and gets to the sky,"Pursuing a porcupine, woman climbs a tree and gets to the upper world",7,False,,False,False,False,MENTION,celestial,rule
k25c_10,k25c,Baby under a tussock,"Digging roots or gathering sea food on a beach, a woman finds baby-boy. Usually her mother warns her not to dig a certain bulb or not to do it in a certain way. Breaking taboo, the woman finds or conceives baby-boy",10,False,,False,False,False,NONE,,rule
k25d_10,k25d,Prohibited bulb in the sky,"Person gets to the sky, makes hole through the firmament digging out a root. Usually woman's husband or his kinsmen warn her against digging out a special bulb or tuber; breaking taboo, she gets to see the earth, decides to descend",30,True,,False,False,False,MENTION,celestial,rule
k26_10,k26,A hole in the firmament,"Finding a hole in the ground or making it, person gets to see below another world. Usually the earth is seen from the sky",86,True,,False,False,False,MENTION,celestial,rule
k26a_10,k26a,Sky opening covered with a stone,"Opening in the firmament is covered with a flat stone. When person puts the stone aside, he or she gets to see the earth",14,False,,False,False,False,MENTION,celestial,rule
k27a_10,k27a,Ordeal: survive frosty night,An ordeal: to survive frosty night outdoors or in chamber with ice,15,False,,False,False,False,NONE,,rule
k27b_10,k27b,Ordeal: to smoke a pipe,An ordeal: to smoke a huge or poisonous pipe or to remain alive in poisonous smoke,16,False,,False,False,False,NONE,,rule
k27c_10,k27c,Ordeal: knives and thorns,An ordeal: to remain alive after contact with sharp points or blades,27,False,,False,False,False,NONE,,rule
k27d_10,k27d,Ordeal: chamber with dangerous beings,"An ordeal: to remain alive in a closed room full of beasts of prey, poisonous or other dangerous creatures",12,False,,False,False,False,NONE,,rule
k27e_10,k27e,Ordeal: to eat much,An ordeal: to eat or drink much or eat or drink poisonous beverage or food,113,False,,False,False,False,NONE,,rule
k27f_10,k27f,Difficult task: to build a bridge,A task-giver asks to build a bridge (usually of gold etc.) during a very short time,76,False,,False,False,False,NONE,,rule
k27f1_10,k27f1,,,25,False,,False,False,False,NONE,,rule
k27g_10,k27g,Ordeal: to bathe in boiling water,Person is ordered to bathe in a boiling liquid or to jump into fire but he remains unharmed. Usually the adversary attempts to repeat the trick but dies ,35,False,,False,False,False,NONE,,rule
k27h_10,k27h,A task: to carve a bench,A task: to carve a bench decorated with representa­tion of the head of the father(or mother)-in-law that is always concealed,9,False,,False,False,False,NONE,,rule
k27hh_10,k27hh,To sort grain,A task-giver asks to sort a large amount or small particles of different kind (usually seeds of different plants) mixed in container or to count such particles or to pick up the spilled grains,87,False,,False,False,False,NONE,,rule
k27i_10,k27i,Task: to dry a body of water,A task: to dry a body of water,9,False,,False,False,False,NONE,,rule
k27k_10,k27k,Diving contest,A contest: to dive deep or for a long time,23,False,,False,False,False,NONE,,rule
k27l_10,k27l,Task: to get object from bottom of body of water,A task: to get an object from the bottom of a water body,13,False,,False,False,False,NONE,,rule
k27l1_10,k27l1,,,7,False,,False,False,False,NONE,,rule
k27ll_10,k27ll,Water covered with ice,"When hero dives, the antagonist covers the water surface with ice or net",7,False,,False,False,False,NONE,,rule
k27m_10,k27m,Task: to kill an animal of unusual color,A task: to kill an animal of special (often unusual) color or form,32,False,,False,False,False,NONE,,rule
k27n_10,k27n,Tasks of the in-laws,Father or other kinsmen of hero's wife or bride try to kill or test him and/or suggest him difficult tasks,337,False,,False,False,False,NONE,,rule
k27n1_10,k27n1,Task-giver is a king or a chief,"Person who gives difficult tasks to the hero is a prominent figure in social hierarchy, i.e. a head of political unit of community- or higher level and not a mythical being",197,False,,False,False,False,NONE,,rule
k27n3a_10,k27n3a,,,49,False,,False,False,False,NONE,,rule
k27n3b_10,k27n3b,,,46,False,,False,False,False,NONE,,rule
k27n3c_10,k27n3c,,,42,False,,False,False,False,NONE,,rule
k27nn_10,k27nn,Envious minister,Not the powerful person himself but his official or adviser tries to get rid of the hero and suggests that the person should give the hero difficult tasks,64,False,,False,False,False,NONE,,rule
k27o_10,k27o,Ball game,A contest: ball game,38,False,,False,False,False,NONE,,rule
k27p_10,k27p,Antagonist mourns loss of his helpers,"The antagonist sends the hero to the place where he is attacked by dangerous creatures. The hero kills them and brings to the antagonist. The creatures are the antagonist's relatives, pets, or helpers, therefore he or she mourns their death or revives them",37,False,,False,False,False,NONE,,rule
k27p1_10,k27p1,Antagonist in animal guise,Antagonist asks the hero to kill or to tame a dangerous animal or not to kill certain animal during a hunt. This animal is the antagonist himself (or his daughter or wife),34,False,,False,False,False,NONE,,rule
k27q_10,k27q,Task: to bring milk of dangerous animal,A task: to bring milk of dangerous animal,51,False,,False,False,False,NONE,,rule
k27r_10,k27r,света,To visit the world of the dead,54,False,,False,False,False,NONE,,rule
k27s_10,k27s,Contest: a race,Contest: a race,100,False,,False,False,False,NONE,,rule
k27ss_10,k27ss,To overcome an old woman,A mighty man has to wrestle or race with an old woman who proves to be very strong,16,False,,False,False,False,NONE,,rule
k27t_10,k27t,Climbing contest,A contest: to climb a pole or tree,14,False,,False,False,False,MENTION,terrestrial,rule
k27u_10,k27u,Hide-and-seek,Hero and his adversary play hide-and-seek. The hero finds his adversary but the adversary cannot find him,64,False,,False,False,False,NONE,,rule
k27u1_10,k27u1,One day from conception to birth,A demand is brought up that a baby would be born the next day after conception or would talk immediately after the birth,12,False,,False,False,False,NONE,,rule
k27v_10,k27v,Task: to hit an aim,"A task: to hit with an arrow or a stone an animal, a bird, or object (usually placed at the top of a tree or pole)",17,False,,False,False,False,MENTION,terrestrial,rule
k27v1_10,k27v1,Dancing apples,"A task: to bring objects (usually fruits) that act like people, i.e. dance, sing and the like",15,False,,False,False,False,NONE,,rule
k27w_10,k27w,Monster brought by the hero kills the task-giver,"Task-giver asks to bring him dangerous being or object possessed by a moster or deity. Hero fulfills the task. The beast, monster, deity or the object itself kills the task-giver",37,False,,False,False,False,NONE,,rule
k27x_10,k27x,Former husband of magic wife,"A man marries a non-human woman. In her world, she has another husband or suitor. She returns to her world, human husband follows her. He stands tests and/or fights with local inhabitants, gets his wife back",18,False,,False,False,False,NONE,,rule
k27x1_10,k27x1,Invisible servant (“Bring don’t know what”),Hero receives a difficult task (usually to bring an object or creature that have no particular indications and properties) and comes across an invisible person who is a powerful and well-disposed servant to anybody who becomes his master. The hero is kind with him and the person helps him,30,False,,False,False,False,NONE,,rule
k27x2_10,k27x2,To steal an egg from under a bird,"Person is able to steal an egg (a nestling, to put it back) from under the bird (to change the bird’s feather; to steal an embryo from animal’s womb, etc.)",36,False,,False,False,False,NONE,,rule
k27x3_10,k27x3,The man persecuted because of his beautiful bride,A powerful person coverts a beautiful bride or wife of a man and gives him impossible tasks to get rid of him,78,False,,False,False,False,NONE,,rule
k27x4_10,k27x4,To climb a tree with a full glass in hand,"Person must climb a tree (pole, rock) with a full open vessel in hand and not a drop should be spilled",8,True,,False,False,False,MENTION,terrestrial,rule
k27y_10,k27y,To get material for making bow and arrows,"Hero is sent or sets off by his own will to get two or more different materials needed for making bow and arrows (wood or reed for shafts, feathers, tendons for string, flint for points, paint to paint the shafts, gum to stick points to the shafts)",25,False,,False,False,False,MENTION,terrestrial,rule
k27yy_10,k27yy,To get a bird from a tree,"Hero is sent to a dangerous tree or rock to bring feathers, nestling, fruits, bark, etc.",24,True,,False,False,False,MENTION,terrestrial,rule
k27z_10,k27z,Game of chance,Confrontation between the hero and his antagonist has a from of a game of chance,33,False,,False,False,False,NONE,,rule
k27z1_10,k27z1,"Not to take a cage, a bridle","Trying to steal a wonderful bird (horse), hero breaks his helper’s instruction (usually not to take anything else besides the animal or object itself) and is caught but released on condition that he brings another wonderful object. Situation is repeated and the last task is to bring a girl. Ultimately the hero gets both the girl and all the objects",18,False,,False,False,False,NONE,,rule
k27z2_10,k27z2,Wife gives birth to her husband’s son  while husband is absent,A man who is far away from his wife visits her using magic or a wife visits her husband incognito. She gives birth to his son but people believe she was untrue to her husband. Ultimately her chastity is recognized,13,False,,False,False,False,NONE,,rule
k27z3_10,k27z3,The cat with the candle,"A man trains a cat (monkey, dog) to hold lighted candle (lamp) on its head. When a mouse (a rat) runs through the room, the cat drops the candle and chases the mouse",37,False,,False,False,False,NONE,,rule
k27z4_10,k27z4,Trained animal of the gambler,"Person always wins a game thanks to a cat (or a mouse) who carries the lamp (or puts the light out in a certain moment). The hero releases a mouse (or correspondingly a cat), the cat runs after it and the person loses the game",21,False,,False,False,False,NONE,,rule
k27z4a_10,k27z4a,,,3,False,,False,False,False,NONE,,rule
k27z5_10,k27z5,An agreement to marry the would be born children,"Two men agree to marry their future children if a girl and a boy will be born. The boy is poor or he loses his former status after his father’s death, the girl’s parents decide to evade the given obligation. The boy grows up and finds his bride",13,False,,False,False,False,NONE,,rule
k27z6_10,k27z6,The stone of patience,Being a victim of the injustice and after much suffering a young woman tells about her fate to certain inanimate objects (often it is “the stone of patience”) or her story is told by her husband. The woman is rescued and the justice restored,25,False,,False,False,False,MENTION,terrestrial,rule
k27z7_10,k27z7,,,11,False,,False,False,False,NONE,,rule
k27zz_10,k27zz,Ogress and blinded wives,"A married man marries another woman who is a transformed ogress/witch. Thanks to her intrigues other wives (the first wife) are blinded and/or confined in an underground hole. A son of one of them overcomes the ogress, returns sight to his mother and her sisters",22,False,,False,False,False,NONE,,rule
k28_10,k28,Father or uncle is rival and enemy,Maternal uncle or father (or grandfather if he replaces father who is not mentioned) of the young man is his rival or enemy and tries to kill him,171,False,,False,False,False,NONE,,rule
k29a_10,k29a,Survives in a fire,"Hero demonstrates his supernatural abilities remaining alive in a burning hot chamber, stove, bonfire, among burning vegetation",151,False,,False,False,False,NONE,,rule
k29b_10,k29b,Posthole murder,"Hero is asked to climb into a hole or pit. When he does it, they fill it with soil or throw down a post, a stone, etc. The hero demonstrates his magic capacities coming back uninjured",28,False,,False,False,False,MENTION,terrestrial,rule
k29c_10,k29c,Brings tree that was fallen on him,"To kill a strong man, others fell a tree and hope that the man will be crashed when it falls on him, or they tie him to a tree. The man remains unharmed and brings the tree home",9,False,,False,False,False,MENTION,terrestrial,rule
k29d_10,k29d,The drunk elephants,"When water in a spring is replaced with alcohol, a big animal becomes drunk and is caught",12,False,,False,False,False,NONE,,rule
k30_10,k30,Flying enemy abducts woman,Flying person or creature abducts a woman but is ultimately killed or the woman escapes from him,74,False,,False,False,False,NONE,,rule
k30a_10,k30a,The chief’s wife and vultures,Wife of a chief abandons him with vultures (usually by her own will being untrue to her husband). The chief (Witoto: her own brother) brings her back,9,False,,False,False,False,NONE,,rule
k31_10,k31,Wooden seal,"Person makes a sea mammal or fish of wood, it carries another person or persons into the open sea or kills him or them",16,False,,False,False,False,MENTION,terrestrial,rule
k32_10,k32,The false wife,"An ugly, old, lazy, etc. woman or a male trickster comes to man under disguise of his wife, bride or (more rare) sister who is driven out, confined to the underworld, killed, etc.",240,False,,False,False,False,NONE,,rule
k32a_10,k32a,Husband goes away for a moment,Man travels with his wife. The imposter replaces her when her husband goes away for a short time,16,False,,False,False,False,NONE,,rule
k32b_10,k32b,Mother substitutes daughterMother takes the appearance of her daughter to replace her,,19,False,,False,False,False,NONE,,rule
k32c_10,k32c,True wife turns into owl,"When the imposter takes place of the real wife, the latter turns into owl",8,False,,False,False,False,NONE,,rule
k32d_10,k32d,True bride sent to work,"A girl (rare: boy) is walking to her or his relations or to her bridegroom. On the way the imposter lures her (him) to exchange clothes and takes her (his) place while the real girl (boy) is sent to look after crops or domestic animals. People hear her (his) song in which all the story is told. The deception is disclosed, the imposter killed",35,False,,False,False,False,NONE,,rule
k32e_10,k32e,"Ones of gold, of silver, of wood",Negative person or place is contrasted with one or two positive ones as wood with silver and gold,6,False,,False,False,False,MENTION,terrestrial,rule
k32f_10,k32f,Bird-son rescues his adopted mother,"An evil spirit abandons a girl or a young woman in a tree or islet. She takes care for a nestling of bird of prey, he grows big, rescues her",6,False,,False,False,False,MENTION,terrestrial,rule
k32g_10,k32g,Punishment: torn apart by horses,"To punish an antagonist, he or she is tied to a horse (camel, bull) or to several horses (camels, etc.) who torn him or her apart",79,False,,False,False,False,NONE,,rule
k32h_10,k32h,Punishment: buried alive,"To punish an antagonist, he or she is buried alive",11,False,,False,False,False,NONE,,rule
k32i_10,k32i,Two sitters at the bed of a sleeping prince,A girl finds a body of a sleeping youth who will wake up at a certain time and marry  the girl who would sit nearby. Usually at the last moment the girl goes away for a time and the impostor takes her place.,21,False,,False,False,False,NONE,,rule
k33_10,k33,Drowned woman remains alive,"A young woman is transformed into an animal, pushed into the water, into the underworld or she herself has to plunge into water. She is not dead, answers a call, comes out to nurse her baby, to help her children. In most cases her husband discovers her, brings her back to earth or helps her to acquire her human form",138,False,,False,False,False,NONE,,rule
k33a_10,k33a,Younger brother transformed into animal,"Siblings (most often younger brother and elder sister) leave their home. One of them (most often the brother, most rare several brothers) turn into animal (usually an ungulate) or (rare) a bird but (in the most cases) ultimately acquires his or her human form again",63,False,,False,False,False,NONE,,rule
k33a1_10,k33a1,Children born in a well,"Pregnant woman is thrown into a well (pond, hole, etc.) where she gives birth to a son (children). She and her children brought alive",17,False,,False,False,False,NONE,,rule
k33b_10,k33b,Friends abandon a pretty girl,"A girl goes with her friends to a river, into a forest, etc. Other girls return home but the heroine has to remain or to go back to the forest, etc. She has a narrow escape from a dangerous creature. marries a supernatural being or a chief, or dies but is avenged",32,False,,False,False,False,MENTION,terrestrial,rule
k33c_10,k33c,Girl from a fruit,Young man gets a girl who is inside a fruit or a flower,35,False,,False,False,False,NONE,,rule
k33d_10,k33d,Donkey’s skin,"A man discovers that a beautiful girl hides herself under a guise of an ugly and dirty servant, under a skin of an animal or in an object that is brought into his house",70,False,,False,False,False,NONE,,rule
k33e_10,k33e,Disappeared and returned children,Babies disappear but are ultimately returned to their mother or father grown up and in good health,30,False,,False,False,False,NONE,,rule
k33f_10,k33f,Basin of honey and basin of oil,"Person promises to fill one basin (fountain, dry river-bed, etc.) with honey and another with oil (milk, etc.) if his wish would be granted. He fulfills the promise either really or formally (honey etc. from broken containers is spilled on earth) ",8,False,,False,False,False,MENTION,terrestrial,rule
k33g_10,k33g,Fruits of two kinds,"One who eats certain fruit (leave, etc.) gets horns (long nose, etc.) or turns into an animal. After eating another fruit (leave) person recovers his or her normal body",49,False,,False,False,False,NONE,,rule
k33h_10,k33h,"The cat, the dog and the magic object",A man obtains an object that fulfills desires. The object is stolen but brought back by the animals which had been formerly saved by the man,91,False,,False,False,False,NONE,,rule
k34_10,k34,Fatal swing,"Person kills others inviting them to sit on a swing and launching them into water, on rocks, etc.",48,False,,False,False,False,MENTION,terrestrial,rule
k35_10,k35,False husband,Imposter takes appearance of the hero to take his position and/or to marry or to violate a woman,75,False,,False,False,False,NONE,,rule
k35a_10,k35a,Hero brands his rivals,"Person who is an excellent food provider or warrior agrees to let the others material proves of his exploits (the killed game, etc.) for the right to brand them or injure their bodies in a certain way or to take from them objects that they should not give off",49,False,,False,False,False,NONE,,rule
k35b_10,k35b,The most delicious dish,"Hero gives his rivals the food provided by him by order of the king but the king finds this food poisonous, useless or tasteless while the food presented by the hero is excellent even if it looks not so good",17,False,,False,False,False,NONE,,rule
k35c_10,k35c,Ogre in a well,An ogre (a dragon) kills everybody who comes to him. The hero is not killed but receives a reward because he greeted the ogre and/or gave a correct answer to his question,18,False,,False,False,False,NONE,,rule
k36_10,k36,"Герой (героиня) временно превращен(а) в животное (обычно в собаку/койота или в осла и т.д.). Обычно когда ему или ей помогают вернуть прежний облик, в животное превращен антагонист. В части текстов метаморфозу испытывает либо только герой, либо только антагонист",Bewitched into animal,98,False,,False,False,False,NONE,,rule
k37_10,k37,To recognize his own among several identical ones,"To return or to get his or her son, wife, husband, domestic animal or (rare) object, person must recognize her, him or it among several identical persons, animals or objects",130,False,,False,False,False,NONE,,rule
k37a_10,k37a,To recognize a man,Person must recognize her (or his) son or husband among several identical persons or (if the son or husband is temporarily transformed) animals,37,False,,False,False,False,NONE,,rule
k37c_10,k37c,To recognize an object or an animal,Person must recognize a particular object or animal among several similar objects or animals,6,False,,False,False,False,NONE,,rule
k37d_10,k37d,,,6,False,,False,False,False,NONE,,rule
k38_10,k38,Hero helps nestlings,"Person does good to nestlings of a powerful bird, the grateful mother bird helps him",89,False,,False,False,False,NONE,,rule
k38a_10,k38a,White and black rams,"Getting to the underworld, hero should take a white ram (horse) which would carry him back to earth. By chance, he takes the black one which carries him even deeper to the lower level of the underworld",31,False,,False,False,False,NONE,,rule
k38b_10,k38b,Snake threatens nestlings,A serpent or water monster regularly devours or injures children of powerful being (almost always: nestlings of giant bird). The bird has no power over the serpent but hero kills the monster,75,False,,False,False,False,NONE,,rule
k38b1_10,k38b1,"Bird steals colts, hero kills the serpent","Every time when a horse gives birth to wonderful colts, they are stolen by a giant bird. A hero goes to get the colts and kills a serpent that regularly devours nestlings of the giant bird",4,False,,False,False,False,NONE,,rule
k38b2_10,k38b2,"Birds carries hero to its place, hero kills the monster",Bird carries a man to its place where he kills a monster who regularly devoured the nestlings,6,False,,False,False,False,NONE,,rule
k38c_10,k38c,Bird carries hero to his destination,"Hero helps a powerful bird (usually does good to her nestlings), grateful bird carries him to the place where he is eager to get or tells to do it one of her nestlings",39,False,,False,False,False,NONE,,rule
k38d_10,k38d,Monster blocks waters,A monster blocks sources of water and usually gives some in exchange for human victims or valuables. Hero kills the monster,68,False,,False,False,False,NONE,,rule
k38e_10,k38e,"Of copper, of silver, of gold","Loci or objects of three (rare – four) different materials are mentioned in such a way that all of them have positive connotations though unequal value (copper, silver and gold; silver, gold and diamonds, etc.)",37,False,,False,False,False,NONE,,rule
k38e1_10,k38e1,Forest of metal trees,"Person travels across a forest with trees of two or more kinds of metal (copper, silver, etc.)",15,False,,False,False,False,MENTION,terrestrial,rule
k38e2_8,k38e2,The packed kingdom,"Coming back from the underworld, abducted princess puts objects that she used there (clothes, house, “kingdom”) into a small container (an egg, a ball, etc.) and brings them with her",12,False,,False,False,False,NONE,,rule
k39_10,k39,Man feeds his own flesh to his animal helper,"Person has to feed powerful creature (usually a giant bird) giving it regularly pieces of meat. When meat supply is exhausted, he cuts off a piece of his own flesh",75,False,,False,False,False,NONE,,rule
k40_10,k40,"One laughs, another weeps",Hero sees two persons or creatures one of which laughs and another cries. The one who cries will be eaten by monster today and the one who laughs he will be eaten tomorrow. The hero kills the monster,13,False,,False,False,False,NONE,,rule
k41_10,k41,Thunder against a serpent ,"Thunder or giant bird fights against a reptile, big water animal or other big and strong creature who lives in water or under the earth",70,False,,False,False,False,NONE,,rule
k42_10,k42,Bird-woman kills men (The loon-woman),"Bird-woman is energetically searching a man whom she likes, takes him by force for her husband. Turning into a monster, she kills men but is ultimately destroyed",10,False,,False,False,False,NONE,,rule
k43a_10,k43a,Compassionate person saves fire,"People abandon a boy, a girl, brother and sister, a group of children, or a young family without fire and food. A compassionate person conceals hot coals for the outlaws in the abandoned camp",38,False,,False,False,False,NONE,,rule
k43b_10,k43b,Bird brings some meat,"People abandon a boy, a girl, brother and sister, a group of children, or a young family without fire and food. The outlaws demonstrate supernatural powers or protectors providing food and lodging. While the abandoned persons have plenty of food other people starve. A person (often a bird like crow, magpie, sea-gull, etc.) visits the abandoned ones and brings from them some food home. This way people get to know that the abandoned ones prosper",24,False,,False,False,False,MENTION,celestial,rule
k43c_10,k43c,Dog unfastens children,Abandoned children are tied to a tree. Helpful dog or other animal unfastens them,9,False,,False,False,False,MENTION,terrestrial,rule
k44_10,k44,False parent,"Spirit or animal person steals a boy, tells him that she or he is his real mother or father. The boy gets to know the truth, leaves the false parent",37,False,,False,False,False,NONE,,rule
k44a_10,k44a,Frog pretends to be mother,"An amphibian (frog, toad, rare newt) steals or finds a boy, lies him that she is his real mother",15,False,,False,False,False,NONE,,rule
k44b_10,k44b,,,7,False,,False,False,False,NONE,,rule
k45_7,k45,Sedna (fingers cut off),"A man throws a woman into the water. She tries to snatch at something, he cuts her fingers off. Usually the woman or/and the cut off fingers turn into water creatures",12,False,,False,False,False,NONE,,rule
k46_10,k46,Woman throws herself into the ocean,"Giving way to a burst of horror or shame, woman or girl runs to the ocean, throws herself into the water or remains on the beach. Her husband or suitor pursues but cannot catch her",8,False,,False,False,False,NONE,,rule
k47a_5,k47a,A woman and a dog,"A woman takes a dog paramour, marries him, gives birth to his children. The puppies turn into human children and usually become ancestors of some groups of people",80,False,,False,False,False,NONE,,rule
k47b_9,k47b,Dog turns into handsome man,A girl marries a handsome man whom she had first seen in guise of a dog,20,False,,False,False,False,NONE,,rule
k47c_7,k47c,Origin of dogs,"A woman marries a dog, gives birth to the ancestors of present dogs who are people's helpers and friends",3,False,,False,False,False,NONE,,rule
k47d_10,k47d,Dog fulfills conditions of marriage,A girl marries a dog because only the dog fulfilled the condition of marriage put by the girl's father,10,False,,False,False,False,NONE,,rule
k48_10,k48,Singing bird of the hero,"Hero has or obtains an unusual bird. An imposter steals it, takes the hero’s place but the bird is mute or cries differently. The hero returns, his bird sings again",22,False,,False,False,False,NONE,,rule
k48a_10,k48a,Birds decorate hero’s attire,"Alive birds and beasts decorate hero's costume and headgear. Imposter steals hero's attire, takes his place but the birds and beasts are mute or cry differently",11,False,,False,False,False,NONE,,rule
k49_10,k49,Dead mother returns to nurse her baby,Dead or driven away woman returns to the human world to her baby that needs mother's care,40,False,,False,False,False,NONE,,rule
k50_10,k50,False wife beheads enemy,A man disguised as a woman comes to his enemy and kills him at night (usually cuts off and carries away his head),21,False,,False,False,False,NONE,,rule
k51_10,k51,The deceived wife,"A Man disappears or goes away for long time. His wife sets off, comes to a house where her husband lives now or first sends her son there. She gets to know that he has married another woman",31,False,,False,False,False,NONE,,rule
k51a_10,k51a,Pushes into a boiling pot,The abandoned wife comes to the new one when the husband is not at home. She kills her rival pushing her head into boiling liquid or pouring it into her ear,12,False,,False,False,False,NONE,,rule
k52_10,k52,Rescue from the sea bottom,"When a woman or a lad comes to the sea bank, she or he is carried away by sea predators (killer-whales, sharks, swordfish). Man descends to the bottom and rescues the woman or lad using his shaman's power",13,False,,False,False,False,NONE,,rule
k52a_10,k52a,Slave pours water on fireplace,"A man descends to the bottom of the sea to rescue his wife. He makes arrangements with a slave who pours water on fireplace producing steam. Hidden behind the steam, the man escapes with his wife",8,False,,False,False,False,NONE,,rule
k52b_10,k52b,Broken adze,A man comes to the non-human beings to get a woman. He secures the help of a slave repairing his adze or axe,9,False,,False,False,False,NONE,,rule
k53_10,k53,Animal skins as metamorphosis amulets,Person temporarily turns into a bird or an animal putting on corresponding skin or animal skins are amulets that become alive and help the person,21,False,,False,False,False,NONE,,rule
k54_10,k54,Two giants,"A man meets a dangerous giant (or serpent) who proves to be friendly to him. When another giant fights with the first one, the man helps his friend",28,False,,False,False,False,NONE,,rule
k54a_10,k54a,Cut tendons,A man and a friendly giant live together. The friendly giant fights with another one and asks the man for help. This help proves to be crucial because the man badly injures a foot of another giant,14,False,,False,False,False,NONE,,rule
k55_10,k55,Chastity rewarded,A powerful supernatural wants to check if his guest made love with his wife or daughter. The person is impotent or (successfully pretends to be) chaste and is rewarded or at least gets no harm. Usually the same episodes repeats with another person who is dissolute or unable to control himself. This person is punished,13,False,,False,False,False,NONE,,rule
k56_10,k56,(Kind and unkind girls,"A girl or a woman meets powerful person, behaves herself in a right way and is successful. Another (or two others) behaves in a wrong way and suffers a reverse (is punished or not rewarded). Rare: the protagonists are a stepchild and a family child of different sex",153,False,,False,False,False,NONE,,rule
k56a_10,k56a,"The unworthy girl fails, the worthy one succeeds","Two or three sisters are sent in succession to powerful person. The first or the first and the second sister behave in a wrong way, perish or do not succeed. The last one behaves correctly, gets a reward",40,False,,False,False,False,NONE,,rule
k56aa_10,k56aa,The dog tests his bride,"Two or three girls in succession become brides of the dog. The first one or two act in a wrong way, perish or do not succeed. The last one behaves correctly, gets a reward",5,False,,False,False,False,NONE,,rule
