motif_id,class,confidence,substrate,reason
k14d,PURE_NARRATIVE,high,none,"This is a social test involving deception and betrayal, lacking any element of perceived figures or personification in nature."
k14e,PURE_NARRATIVE,high,none,"This story focuses on social dynamics and deception, lacking any element of perceived figures in nature or personification of natural phenomena."
k15,METAMORPHOSIS,high,none,"The core of the story is a person (the lover) *becoming* the beggar, explaining the woman's unusual behavior and the beggar's presence—this is transformation motivating the narrative."
k150,ANTHROPOMORPHIC_ANIMAL,high,animal,"The horse is depicted performing an action (eating coals) that is distinctly not natural for an animal, implying human-like behavior and agency."
k151,NATURE_SPIRIT_PERSONIFICATION,medium,water,"The story involves a supernatural being *of* the water granting wishes, representing a spirit with agency over the sea, without a specific pareidolic trigger for its appearance."
k152,METAMORPHOSIS,high,water,"The wife's transformation into a devil/snake within the well is the central motif, explaining the creature's origin and linking it directly to the well itself."
k153,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story revolves around animals acting with human-like gratitude and intent, making them essentially personified beings."
k154,METAMORPHOSIS,high,none,"The skull's inscription and subsequent events (girl licking it, pregnancy, son's actions) establish a transformation and causal link between the skull and future events, prioritizing this over any pot"
k154a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves discovering that beings *appearing* as women are actually men, projecting personhood and deceptive form onto what should be a clear biological distinction—essentially, a"
k155,PURE_NARRATIVE,high,none,This is a plot-driven story about isolation and discovery with no element of perceived figures in nature or personification of natural phenomena.
k156,PURE_NARRATIVE,high,plant,"The story focuses on a social practice for determining gender, lacking any element of perceived figures or personalities in nature."
k157,PURE_NARRATIVE,high,none,"The story focuses on a plot of deception and killing, lacking any element of perceived figures in nature or personification of natural phenomena."
k157a,PURE_NARRATIVE,high,none,The description focuses on plot and social interaction—establishing an inn to gather information—without any element of perceived figures in nature or personification of natural phenomena.
k158,TERRESTRIAL_PAREIDOLIA,medium,landform,"The portrait itself acts as a visual trigger, prompting recognition akin to seeing a face in a landform, and the reactions *to* the portrait are the key pareidolic element."
k159,PURE_NARRATIVE,high,none,The description details a social action (attempting to make someone fall during a fight) with no element of perceived figures in nature or personification.
k15a,PURE_NARRATIVE,high,none,"This describes a plot device involving deception and substitution, lacking any element of perceived figures in nature or personification."
k15b,NATURE_SPIRIT_PERSONIFICATION,medium,water,"The waters possess inherent qualities (life-giving and weakening) that function as personalities or forces, even though there's no visual or auditory trigger for this personification."
k15c,METAMORPHOSIS,high,landform,"The story centers on clothes *being* stone/ice, implying a transformation of a substance into an object with agency, rather than simply resembling something."
k16,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves an animal acting with human intent (sexual desire, theft, gaining access to a person) and fundamentally behaving *as* a person, even while retaining animal form."
k160,AUDITORY_PAREIDOLIA,medium,none,"The core of the motif relies on overhearing the 'dangerous person' speak—interpreting their involuntary utterances as meaningful answers, which is a form of auditory pareidolia, even if not directly f"
k161,METAMORPHOSIS,high,multiple,"The core of the story involves a being *being* imprisoned and then liberated, effectively transforming from a contained state to a free one, which aligns with the definition of metamorphosis as a chan"
k162,PURE_NARRATIVE,high,none,"This is a straightforward plot of intrusion, deception, and violence with no element of perceived figures in nature or personification of natural phenomena."
k163,NATURE_SPIRIT_PERSONIFICATION,medium,multiple,"The genie is a spirit *of* the lamp, a natural object, and embodies a personality/power connected to it, without a specific pareidolic trigger described in the core motif."
k164,PURE_NARRATIVE,high,none,The story focuses on social relationships and betrayal without attributing personhood to nature or perceiving figures in natural phenomena.
k165,PURE_NARRATIVE,high,none,The story focuses on a character's emotional development and experiences a series of events without attributing personhood or agency to any natural phenomena.
k16a,PURE_NARRATIVE,high,none,"This is a trickster tale focused on social dynamics and deception, with no element of perceiving figures in nature or attributing personality to it."
k17,ANTHROPOMORPHIC_ANIMAL,high,animal,"The hero *is* an animal (bird) acting with human intent and engaging in a human relationship (impregnation), thus projecting personhood onto the animal form."
k18,PURE_NARRATIVE,high,none,"This is a social plot about kinship and paternity, lacking any element of perceived figures in nature or personification of natural phenomena."
k18a,PURE_NARRATIVE,high,none,"This is a story about recognition and kinship, lacking any element of perceived figures in nature or personification of natural elements."
k18b,PURE_NARRATIVE,high,none,"The story focuses on social recognition and infant behavior, lacking any element of perceived figures in nature or personification of natural phenomena."
k18c,PURE_NARRATIVE,high,none,"The story focuses on kinship and recognition, lacking any element of perceived figures in nature or personification."
k18d,ANTHROPOMORPHIC_ANIMAL,high,animal,"The fish clearly acts as a wish-granting agent, exhibiting personhood and agency beyond typical animal behavior."
k19a,METAMORPHOSIS,high,sky,"The story implies the star *became* a woman, explaining her presence and subsequent marriage, rather than simply resembling a person."
k19b,METAMORPHOSIS,high,sky,"The story implies the star *became* a husband, transforming into a being capable of marriage, thus prioritizing transformation over simple celestial perception."
k19c,METAMORPHOSIS,high,multiple,"The core of the myth is a being *transforming* into a girl, explaining her daytime concealment – this prioritizes METAMORPHOSIS over potential pareidolia of a figure in the bag."
k19d,METAMORPHOSIS,high,sky,"The story describes a man *becoming* part of the sky (marrying a star) and then undergoing a transformation related to the conditions of that realm, explaining why stars are distant and untouchable."
k19e,ANTHROPOMORPHIC_ANIMAL,high,animal,"Wolverine speaks and acts with intent to marry, demonstrating personhood projected onto the animal."
k19f,CELESTIAL_PAREIDOLIA,high,sky,"The story explicitly links figures perceived in stars (star people) to activity on Earth, fitting the visual perception of beings in celestial phenomena."
k19g,CELESTIAL_PAREIDOLIA,high,sky,"The myth explicitly perceives figures (men) within celestial bodies (stars), focusing on their visual appearance and characteristics."
k1c,PURE_NARRATIVE,high,multiple,"The story focuses on a sequence of events and reciprocal actions between adversaries, lacking any discernible figure-in-nature element or personification of natural features."
k1d,PURE_NARRATIVE,high,none,This is a story of social conflict and action with no element of perceived figures in nature or personification of natural phenomena.
k1e,PURE_NARRATIVE,high,water,"The story describes a situation of being stranded, which is a plot point without any inherent figure-in-nature element or personification."
k1f,PURE_NARRATIVE,high,none,This is a plot-driven story of interpersonal conflict with no element of perceived figures in nature or personification of natural phenomena.
k1g,METAMORPHOSIS,high,animal,"The core of the story involves a transformation into a stag, explaining the stag's appearance and action as a result of the hero's change."
k1h,METAMORPHOSIS,high,plant,"The story inherently implies the person *was* transformed into, or exists within, the tree-hollow, explaining its presence and requiring release."
k1i,TERRESTRIAL_PAREIDOLIA,high,plant,"The tree's growth is presented as a means of escape *from* the landform (rock/pit), implying a perceived helpfulness or agency within the plant itself, fitting the visual perception of a feature in th"
k1j,METAMORPHOSIS,high,animal,"The core of the story is the transformation of a man *into* a bird, explaining his return and presence before his adversary."
k2,METAMORPHOSIS,medium,plant,"The ladder/rope/branches represent a connection to the earthly realm, and its destruction effectively *transforms* the hero into someone/something permanently separated from it, akin to becoming part "
k20,CELESTIAL_PAREIDOLIA,high,sky,"The core of the myth involves perceiving personhood *in* a star, leading to a desire for union with that perceived being."
k21,METAMORPHOSIS,high,sky,"The woman's descent *from* the sky and return to earth implies a transformation from a celestial being to a terrestrial one, explaining her presence on earth."
k22,PURE_NARRATIVE,high,none,The description focuses on conflict and inhabitants without attributing personhood to natural features or claiming transformations; it's a simple account of a war between groups.
k22a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The creatures are depicted as actively attacking a people, implying agency and intent beyond typical animal behavior."
k22aa,ANTHROPOMORPHIC_ANIMAL,high,animal,"The birds act as people and have a dual existence as both human and animal, demonstrating projected personhood onto the animal form."
k22b,PURE_NARRATIVE,high,none,The description focuses on conflict and assistance between groups without attributing personhood or form to any natural feature; it's a straightforward plot of inter-group relations.
k22c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the myth involves birds acting as agents with intent, attacking people, thus projecting personhood onto them."
k23,ANTHROPOMORPHIC_ANIMAL,high,animal,"The birds are depicted as actively attacking, implying agency and intent beyond typical animal behavior, thus functioning as personified entities."
k23a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The birds are actively using tools (feathers as weapons) and targeting enemies, demonstrating intentional, person-like behavior."
k24,METAMORPHOSIS,high,multiple,"The core of the motif involves a supernatural being *becoming* bound to the human world through the loss of their transformative garment, effectively changing their state of being."
k24a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The supernatural male is consistently depicted as an animal (snake, dragon) who acts with intent and engages in a social interaction (marriage proposal) – projecting personhood onto the creature."
k24b,METAMORPHOSIS,high,multiple,"The wife transforms into wings/flight, explaining her departure and the origin of the wings themselves, prioritizing transformation over mere resemblance."
k25,METAMORPHOSIS,high,sky,The woman originates from the sky-world and her arrival/relationship with the mortal man implies a descent or transformation from a celestial being into a terrestrial wife.
k25a1,METAMORPHOSIS,high,animal,"The core of the myth involves a being *becoming* human through the acquisition of clothing, implying a prior state as something else (a bird-woman) and a transformation into a human form, which is a t"
k25a2,METAMORPHOSIS,high,animal,"The wife *becomes* unable to fly when her feathers are shed, explaining her grounded state – this is a transformation narrative focused on a physical change mirroring a loss of form."
k25a3,METAMORPHOSIS,high,animal,"The wife transforms into a bird, utilizing feathers to complete the transformation and explain her avian form."
k25a4,METAMORPHOSIS,high,water,"The core of the myth involves a transformation – the hero escaping by *becoming* a bird, directly explaining their flight and escape from the sea demon's power."
k25a5,METAMORPHOSIS,high,animal,"The core of the story revolves around beings *transforming* between human and bird form, explaining their initial appearance and subsequent disappearance, which is a clear case of metamorphosis motiva"
k25b,METAMORPHOSIS,high,multiple,"The narrative describes a woman's ascent *to* the sky via a porcupine and tree, implying a transformation or becoming of the woman into a celestial being or feature."
k25c,METAMORPHOSIS,high,landform,"The baby is *found* emerging from the land (tussock/bulb), implying a transformation from earth-object to human, even if the origin is supernatural conception."
k25d,METAMORPHOSIS,high,sky,"The 'bulb' or 'tuber' *is* the firmament itself, and digging it out creates a hole revealing the earth – a transformation of the sky into a penetrable form."
k26,CELESTIAL_PAREIDOLIA,high,sky,"The 'hole in the firmament' functions as a visual perception of a pattern *in* the sky, allowing a view 'below' to another world, thus fitting the definition of visually perceiving a figure/pattern in"
k26a,METAMORPHOSIS,high,landform,"The stone *is* the covering of the sky, a transformation of something into a celestial feature, even if temporary."
k27a,PURE_NARRATIVE,high,none,"The description details a challenge or test of endurance, lacking any element of perceived figures in nature or personification of natural forces."
k27b,PURE_NARRATIVE,high,none,"The description details a test of endurance, a ritual challenge, lacking any element of perceived figures in nature or personification of natural elements."
k27c,METAMORPHOSIS,medium,plant,The ordeal involving thorns suggests a transformation or origin story where the sharpness of the thorns embodies a challenge or test inflicted by a being now represented by the plant.
k27d,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves dangerous animals acting as active threats within the chamber, effectively projecting agency and intent onto them."
k27e,PURE_NARRATIVE,high,none,"The description focuses on a competitive act of consumption, lacking any element of perceived figures in nature or transformation into natural objects."
k27f,PURE_NARRATIVE,high,none,"The description details a plot-driven task involving interpersonal relationships, lacking any element of perceived figures in nature or personification of natural phenomena."
k27f1,METAMORPHOSIS,medium,landform,"The rapid construction of a bridge suggests a supernatural ability, often linked to a being *becoming* the bridge itself, rather than simply building it."
k27g,METAMORPHOSIS,high,none,"The ordeal involves a transformative trial by fire/liquid, implying a change in state and thus prioritizing metamorphosis over simple personification or narrative."
k27g1,PURE_NARRATIVE,high,landform,The description details a task or plot point—cleaning a stable—without any indication of figures perceived in nature or personification of natural elements.
k27h,TERRESTRIAL_PAREIDOLIA,high,landform,"The carving *creates* a face in a landform-derived object (the bench), implying a perceived figure within the wood."
k27hh,PURE_NARRATIVE,high,none,The description details a practical task with no indication of figures perceived in nature or personification of natural elements.
k27i,PURE_NARRATIVE,high,water,The description details a plot point – a task to be completed – without any element of perceived figures in nature or personification of the water itself.
k27k,PURE_NARRATIVE,high,water,The description details a competitive activity with no indication of figures perceived in nature or natural features being personified.
k27l,NATURE_SPIRIT_PERSONIFICATION,medium,water,"The task inherently implies a relationship with the water body itself, potentially involving a spirit or power residing within it that must be negotiated with or overcome to retrieve the object."
k27l1,METAMORPHOSIS,high,none,"The core of the story involves a person being *transformed* into ice, even if temporary and unsuccessful, which prioritizes METAMORPHOSIS over any potential pareidolia of a figure *in* ice."
k27ll,METAMORPHOSIS,high,water,"The antagonist actively *transforms* the water into ice, creating a physical barrier based on a natural phenomenon, which is the core of the motif."
k27m,ANTHROPOMORPHIC_ANIMAL,high,animal,"The quest centers on an animal with specific qualities, implying a focus on the animal as an agent or possessing noteworthy characteristics beyond its physical form."
k27n,PURE_NARRATIVE,high,none,"This describes a social conflict and plot device involving kinship and challenges, lacking any element of perceived figures or personification in nature."
k27n1,PURE_NARRATIVE,high,none,The description focuses on social roles and plot elements (task-giving) without any indication of figures perceived in nature or personification of natural phenomena.
k27n3a,NATURE_SPIRIT_PERSONIFICATION,high,sky,"The task-giver *is* the celestial body, embodying its power and will, rather than being perceived *in* it or transformed from it."
k27n3b,NATURE_SPIRIT_PERSONIFICATION,medium,sky,"The task-giver is a personified entity residing in the sky, but lacks a specific visual or auditory pareidolic trigger, representing a general spirit of the heavens."
k27n3c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif explicitly states the task-giver *is* an animal or fish, acting in a role typically reserved for a person."
k27nn,PURE_NARRATIVE,high,none,This describes a social dynamic and plot device—envy and scheming—without any element of perceived figures in nature or personification of natural features.
k27o,PURE_NARRATIVE,high,none,The description details a contest with no indication of figures perceived in nature or personification of natural elements.
k27p,ANTHROPOMORPHIC_ANIMAL,high,animal,"The creatures are treated as relatives/helpers of the antagonist, implying personhood and emotional connection beyond mere tools."
k27p1,ANTHROPOMORPHIC_ANIMAL,high,animal,"The antagonist fundamentally *is* the animal, acting with human intent and engaging in relationships, making it a clear case of personhood projected onto an animal."
k27q,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif relies on an animal possessing something (milk) and acting as a character in the quest, effectively projecting personhood onto the beast."
k27q1,NATURE_SPIRIT_PERSONIFICATION,medium,none,"The instrument itself is often imbued with agency or is guarded by a spirit, representing a personification of musical power rather than a visual or auditory pareidolia."
k27r,PURE_NARRATIVE,high,none,The description details a plot-driven task with no inherent figure-in-nature element or personification; it's simply an action undertaken by a character.
k27r1,ANTHROPOMORPHIC_ANIMAL,high,plant,"The core of the motif is objects (fruits, acting as plants) exhibiting personified behavior – dancing and singing – which falls squarely within the definition of anthropomorphic figures."
k27s,PURE_NARRATIVE,high,none,The description details a contest with no indication of figures perceived in nature or personification of natural elements.
k27ss,PURE_NARRATIVE,high,none,The description details a competitive event with no indication of figure-in-nature perception or personification; it's purely a plot element about a race.
k27t,PURE_NARRATIVE,high,plant,The description details a competitive action with no indication of figure-in-nature reading or personification; it's simply a plot element.
k27u,PURE_NARRATIVE,high,none,"The description details a contest of skill with no element of perceived figures in nature, personification of natural features, or transformation."
k27u1,METAMORPHOSIS,high,none,"The impossible birth timeline implies a transformation of the normal process, effectively 'turning' conception into birth, which aligns with the core of metamorphosis motifs."
k27u2,ANTHROPOMORPHIC_ANIMAL,high,plant,"The tumbleweed is treated as a messenger capable of carrying and delivering 'news', implying personhood and intent."
k27v,ANTHROPOMORPHIC_ANIMAL,high,animal,"The act of targeting and killing a bird implies a relationship with it as an agent, even if simply as a target, projecting intent onto the animal."
k27v1,PURE_NARRATIVE,high,none,The description details a skill-based challenge with no element of perceived figures in nature or personification.
k27v2,METAMORPHOSIS,high,landform,"The creature *is* made of copper, implying a transformation from person/spirit to metallic form, rather than simply resembling it."
k27v3,PURE_NARRATIVE,high,none,"This describes a skill-based challenge or competition, lacking any element of perceived figures in nature or personification."
k27w,PURE_NARRATIVE,high,none,"This is a plot-driven motif of betrayal and consequence, lacking any element of perceived figures in nature or personification of natural phenomena."
k27x,ANTHROPOMORPHIC_ANIMAL,high,animal,"The wife is non-human, implying animal or spirit qualities, and the narrative focuses on interactions *with* her and her people as if they are persons, rather than a landscape feature or sound."
k27x1,NATURE_SPIRIT_PERSONIFICATION,medium,none,"The 'invisible person' functions as a spirit assisting the hero, lacking a clear visual or auditory trigger in nature, and is defined by its inherent power rather than resembling anything specific."
k27x2,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on interacting with a bird as if it possesses intent and protective behavior towards its egg, projecting personhood onto the animal."
k27x3,PURE_NARRATIVE,high,none,"This describes a social conflict and plot involving desire and impossible tasks, lacking any element of perceived figures in nature or personification of natural phenomena."
k27x4,ANTHROPOMORPHIC_ANIMAL,medium,animal,"The challenge implicitly tests skill and balance, mirroring animal agility and requiring a 'sure-footedness' akin to an animal's natural abilities."
k27y,PURE_NARRATIVE,high,none,"The description focuses on a quest for materials and lacks any element of perceived figures in nature, transformation, or personification."
k27y1,PURE_NARRATIVE,high,none,"The description details a cultural practice or belief about arrow-making materials, lacking any element of perceived figures in nature or personification."
k27yy,TERRESTRIAL_PAREIDOLIA,medium,plant,"The 'dangerous tree' implies a perceived personality or agency within the tree itself, motivating the perilous quest – a form of visual pareidolia where the tree is seen as actively guarding its resou"
k27z,PURE_NARRATIVE,high,none,"The description details a conflict resolved through a game, which is a plot device without any inherent figure-in-nature element or personification."
k27z1,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird and horse both give instructions and act with intent, demonstrating personified behavior beyond simple animal traits."
k27z2,PURE_NARRATIVE,high,none,"The story focuses on kinship, social rules (incest taboo), and plot development without any discernible figure-in-nature element or personification."
k27z2a,NATURE_SPIRIT_PERSONIFICATION,medium,multiple,"The description suggests supernatural entities facilitating encounters, implying spirits or forces governing relationships without a specific visual or auditory trigger in nature, and the 'carrying' a"
k27z2a1,PURE_NARRATIVE,high,none,"The story focuses on social relationships, abandonment, and recognition, lacking any element of perceived figures in nature or personification of natural phenomena."
k27z2b,PURE_NARRATIVE,high,none,"The story focuses entirely on social dynamics, plot, and character interaction with no element of perceived figures or personalities in nature."
k27z2c,PURE_NARRATIVE,high,none,"The story focuses on social dynamics and trickery, lacking any element of perceived figures in nature or personification of natural phenomena."
k27z2d,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on birds exhibiting human-like behaviors – abandonment, remarriage, claiming offspring – projecting personhood and intent onto the animals."
k27z2e,PURE_NARRATIVE,high,none,"The description focuses entirely on plot – courtship, illness, theft, and marriage – without any element of perceived figures in nature or personification of natural phenomena."
k27z3,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story is a non-human animal (cat) performing a task requiring intelligence and exhibiting behavior akin to a person, prioritizing hunting over its trained duty."
k27z4,ANTHROPOMORPHIC_ANIMAL,high,animal,"The cat/mouse is not merely an animal, but an active agent influencing the game's outcome, exhibiting intentionality and effectively acting as a helper or hinderer – a personified role."
k27z4a,METAMORPHOSIS,high,none,"The core of the story is the claim of a body part being *taken* and not returned, implying a transformation of a person into a missing limb, even if metaphorical."
k27z4b,PURE_NARRATIVE,high,none,"This is a plot-driven story of deception, loss, and rescue with no element of perceiving figures in nature or attributing personality to natural phenomena."
k27z5,PURE_NARRATIVE,high,none,"This story focuses on a social agreement and its fulfillment, lacking any element of perceived figures in nature or personification of natural phenomena."
k27z6,TERRESTRIAL_PAREIDOLIA,high,landform,"The story centers on perceiving a sympathetic presence *within* a stone, implying a face or personality is seen in the rock itself."
k27z7,PURE_NARRATIVE,high,none,"The description focuses on a promise and a request for information about someone's behavior, lacking any element of perceived figures in nature or personification."
k27z8,PURE_NARRATIVE,high,none,The description focuses on a narrative device (unsolvable riddles based on personal history) with no element of perceived figures in nature or personification.
k27z9,ANTHROPOMORPHIC_ANIMAL,high,animal,The fish clearly exhibits human-like behavior (laughing/smiling/spitting) and is presented as a sentient being reacting to a human situation.
k27zz,METAMORPHOSIS,high,none,"The core of the story revolves around a woman *being* an ogress, a transformation that explains her power and actions, prioritizing this over any potential personification or narrative elements."
k27zz1,PURE_NARRATIVE,high,none,The story focuses on social dynamics and a rescue plot with no discernible figure-in-nature element or personification.
k27zz2,METAMORPHOSIS,medium,none,"The loss of eyes suggests a transformation or punishment resulting in a changed physical state, even if not *into* a natural object, it's a bodily alteration motivating the narrative."
k27zz3,PURE_NARRATIVE,high,none,"The story focuses on social dynamics and a reversal of power, lacking any element of perceived figures in nature or personification of natural phenomena."
k28,PURE_NARRATIVE,high,none,This describes a social conflict and kinship dynamic with no element of perceived figures in nature or personification of natural phenomena.
k29a,METAMORPHOSIS,high,none,"The hero's survival *in* the fire implies a transformation or resistance to fire akin to becoming fire-proof, rather than simply perceiving a figure within it."
k29b,METAMORPHOSIS,high,landform,"The hero is effectively *transformed* into part of the landform (buried within it), and their return demonstrates a reversal of that transformation, making it the central motif."
k29c,METAMORPHOSIS,high,plant,"The core of the motif is the man surviving an attempt to *become* part of the tree (being crushed by it), and then carrying the tree as evidence of his power, implying a transformation or resistance t"
k29d,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves animals exhibiting human-like behavior (getting drunk) and being subject to human actions, projecting personhood onto them."
k2a,PURE_NARRATIVE,high,none,"This is a plot-driven story of betrayal and acquisition, lacking any element of perceived figures in nature or personification of natural features."
k3,METAMORPHOSIS,high,plant,"The core of the motif is the alteration of the tree/rock itself, transforming its properties to trap the hero, which is a clear case of metamorphosis even if not explicitly stated as a magical change."
k30,METAMORPHOSIS,medium,sky,"The flying enemy's form suggests a transformation or origin connected to the sky, and the abduction implies a change in the woman's state, fitting the motif of transformation even if not explicitly st"
k30a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The vultures are presented as agents in the wife's abandonment, implying intentionality and action beyond typical animal behavior."
k31,METAMORPHOSIS,high,plant,"The wooden carving *becomes* a sea creature capable of action, explaining its existence and function – this is transformation into an animal form, not simply perceiving a shape."
k32,ANTHROPOMORPHIC_ANIMAL,medium,animal,"The disguised figure, while appearing as a wife/sister, fundamentally *acts* as a deceptive entity, embodying traits beyond human normalcy, aligning with the projection of personhood onto a non-human "
k32a,METAMORPHOSIS,medium,none,"The replacement of the wife/daughter implies a transformation, even if not explicitly stated as such, focusing on a change in form rather than simple personification or narrative."
k32b,METAMORPHOSIS,high,none,"The core of the story is a person transforming into another person, specifically to *become* the wife, which prioritizes METAMORPHOSIS over any potential pareidolic reading."
k32b1,METAMORPHOSIS,high,none,"The core of the motif is a transformation – the mother-in-law *becomes* the daughter, explaining a change in appearance and identity, which prioritizes it over simple personification or narrative."
k32c,METAMORPHOSIS,high,animal,"The core of the myth is the transformation of a person into an animal, explaining the owl's existence as the transformed wife."
k32d,AUDITORY_PAREIDOLIA,high,sound,"The core of the motif relies on hearing the story *within* the song, representing a voice/narrative perceived in a natural sound (the girl's song)."
k32e,PURE_NARRATIVE,high,none,"The description focuses on a contrast between materials and values, lacking any element of perceived figures in nature or personification."
k32f,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird of prey acts as a rescuer with agency, demonstrating personified behavior beyond typical animal actions."
k32g,PURE_NARRATIVE,high,animal,"This describes a violent act as part of a plot, with no indication of perceived figures in nature or transformation into natural objects."
k32g1,PURE_NARRATIVE,high,none,The description details a plot element – a deceptive question – without any indication of figures perceived in nature or personification of natural elements.
k32h,PURE_NARRATIVE,high,landform,The description details a plot element (punishment) without any indication of figure-in-nature perception or personification.
k32h1,PURE_NARRATIVE,high,none,"This describes a punishment and lacks any element of perceived figures in nature, personification of natural features, or transformation; it is purely a description of action and social rule."
k32i,METAMORPHOSIS,high,none,"The prince's sleep and eventual awakening represent a transformation from a dormant state to a fully realized being, and the story hinges on *who* will be present at the moment of that transformation,"
k32j,PURE_NARRATIVE,high,none,This is a plot-driven story of deception and social consequences with no element of perceived figures in nature or personification of natural phenomena.
k33,METAMORPHOSIS,high,water,"The core of the myth involves a human being transformed and entering the water, establishing a direct link between the woman's form and the aquatic environment."
k33a,METAMORPHOSIS,high,animal,"The core of the motif is a person being transformed *into* an animal, which prioritizes METAMORPHOSIS over simply attributing personhood to an animal (ANTHROPOMORPHIC_ANIMAL)."
k33a1,METAMORPHOSIS,high,landform,"The story centers on a transformation – the woman entering the well and emerging with children, effectively explaining the origin or presence of people connected to that location."
k33b,METAMORPHOSIS,medium,landform,"The girl's fate—remaining in the forest or being transformed by it—implies a connection between her and the natural environment, suggesting she *becomes* part of the landscape rather than simply perce"
k33c,METAMORPHOSIS,high,plant,"The core of the story involves a being originating *from* a plant (fruit/flower), representing a transformation into a natural object."
k33d,METAMORPHOSIS,high,multiple,"The core of the story involves a character disguising themselves *as* an animal skin/object, explaining their altered appearance – this is a transformation narrative, prioritizing over potential parei"
k33d1,METAMORPHOSIS,high,none,"The core of the story is a being *inside* an object, implying a transformation into that form, even if the details of the transformation aren't explicitly stated."
k33e,METAMORPHOSIS,medium,none,"The disappearance and return of children, grown, suggests a transformation from infant to adult form, explaining their altered state and absence—a core element of metamorphosis even if the 'into what'"
k33f,NATURE_SPIRIT_PERSONIFICATION,medium,landform,"The story implies a spirit or force associated with the basin/landform that demands and receives fulfillment of a promise, without a specific visual or auditory trigger being described."
k33g,METAMORPHOSIS,high,plant,"The core of the myth involves transformation *into* another form triggered by consuming a plant, fitting the definition of metamorphosis prioritizing transformation over mere resemblance."
k33h,PURE_NARRATIVE,high,animal,"The story focuses on plot and reciprocal aid between characters, lacking any perception of figures in nature or personification of natural elements."
k34,PURE_NARRATIVE,high,none,The story describes actions and consequences without attributing personhood or form to any natural element; it's purely a plot of violence.
k35,PURE_NARRATIVE,high,none,"This describes a social deception and violation, lacking any element of perceived figures in nature or transformation into natural objects."
k35a,PURE_NARRATIVE,high,none,The description details a social interaction and power dynamic with no element of perceived figures in nature or transformation into natural objects.
k35a1,PURE_NARRATIVE,high,none,The description focuses on plot and social interaction (tasks given by a powerful person) without any element of perceived figures in nature or personification of natural phenomena.
k35a2,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal possessing qualities (shining hide) that elevate it beyond a typical creature and into a being with significance, implying personhood and agency within the narrative."
k35a3,PURE_NARRATIVE,high,none,"This describes a social interaction and trickery involving role reversal, lacking any element of perceived figures in nature or transformation into natural objects."
k35a4,PURE_NARRATIVE,high,water,"This describes a plot of betrayal and survival, lacking any element of perceived figures in nature or personification of natural features."
k35a5,PURE_NARRATIVE,high,none,"This describes a social interaction and a promise, lacking any element of perceived figures in nature or personification of natural phenomena."
k35b,PURE_NARRATIVE,high,none,"The story focuses on a social interaction and a test of quality, lacking any element of perceived figures or personalities in nature."
k35c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The ogre, though monstrous, acts with intelligence and engages in dialogue, demonstrating personified behavior beyond simple monstrous action."
k35c1,PURE_NARRATIVE,high,none,"The story focuses on a test of wisdom and a reward, lacking any element of perceived figures in nature or personification of natural phenomena."
k36,METAMORPHOSIS,high,animal,"The core of the motif is a person *becoming* an animal, fitting the definition of transformation into a natural object, even if temporary."
k37,PURE_NARRATIVE,high,none,"This is a plot device focused on recognition and relationships, lacking any element of perceived figures in nature or personification."
k37a,METAMORPHOSIS,high,multiple,"The core of the motif involves recognizing someone *after* a transformation, making it a case of pareidolia retold as metamorphosis – the likeness of the transformed being is key to recognition."
k37c,PURE_NARRATIVE,high,none,"The description details a task of recognition, a plot element, without any indication of figure-in-nature perception or personification."
k37d,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story hinges on interpreting an animal's action (biting) as indicative of personality or presence, projecting agency onto the animal itself."
k38,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird mother acts with gratitude and agency, exhibiting human-like behavior and intent."
k38a,METAMORPHOSIS,high,animal,"The rams are not simply animals acting as helpers, but vehicles *transforming* the hero's journey into a descent further into the underworld, effectively changing his fate based on the chosen animal."
k38b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The serpent acts as an agent with intent to harm, effectively personifying it beyond a simple natural threat."
k38b1,ANTHROPOMORPHIC_ANIMAL,high,animal,"The giant bird acts as a thief and is the central agent of the plot, exhibiting intentionality and agency beyond typical animal behavior."
